City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Johnson/ Weld,Stein/ Baraka,Mcmullin/ Johnson,Kotlikoff/ Leamer,Feegbeh/ O'Brien,Moorehead/ Lilly,Schoenke/ Mitchel,All Others,No Preference,Blanks,Total Votes Cast,,
New Bedford,1,D,621.00,534.00,34.00,16.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,17.00,1237.00,,
New Bedford,1,E,626.00,431.00,31.00,17.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,20.00,1144.00,,
New Bedford,1,F,658.00,539.00,49.00,19.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,15.00,1297.00,,
New Bedford,2,A,272.00,74.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,365.00,,
New Bedford,2,B,540.00,237.00,21.00,16.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,10.00,833.00,,
New Bedford,2,C,378.00,210.00,19.00,11.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,13.00,645.00,,
New Bedford,2,D,435.00,333.00,26.00,14.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,16.00,839.00,,
New Bedford,2,E,529.00,374.00,41.00,24.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,7.00,990.00,,
New Bedford,2,F,547.00,344.00,30.00,19.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,11.00,967.00,,
New Bedford,3,A,394.00,121.00,8.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,8.00,547.00,,
New Bedford,3,B,537.00,119.00,17.00,19.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,8.00,713.00,,
New Bedford,3,C,436.00,169.00,18.00,17.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,15.00,661.00,,
New Bedford,3,D,533.00,209.00,22.00,5.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,3.00,786.00,,
New Bedford,3,E,714.00,392.00,35.00,20.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,11.00,1187.00,,
New Bedford,3,F,699.00,342.00,31.00,24.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,17.00,1125.00,,
New Bedford,4,A,559.00,80.00,6.00,8.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,7.00,667.00,,
New Bedford,4,B,801.00,226.00,29.00,19.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,14.00,1102.00,,
New Bedford,4,C,787.00,182.00,25.00,24.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,11.00,1048.00,,
New Bedford,4,D,637.00,228.00,19.00,25.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,9.00,936.00,,
New Bedford,4,E,539.00,256.00,36.00,21.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,15.00,879.00,,
New Bedford,4,F,646.00,185.00,26.00,15.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,19.00,903.00,,
New Bedford,5,A,483.00,197.00,22.00,14.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,6.00,735.00,,
New Bedford,5,B,717.00,233.00,25.00,14.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,12.00,1028.00,,
New Bedford,5,C,551.00,304.00,26.00,15.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,16.00,923.00,,
New Bedford,5,D,811.00,299.00,31.00,21.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,17.00,1200.00,,
New Bedford,5,E,822.00,501.00,38.00,18.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,13.00,1404.00,,
New Bedford,5,F,795.00,429.00,53.00,26.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,20.00,1346.00,,
New Bedford,6,A,634.00,414.00,27.00,21.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,1128.00,,
New Bedford,6,B,589.00,337.00,28.00,19.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,10.00,997.00,,
New Bedford,6,C,395.00,101.00,3.00,6.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,510.00,,
New Bedford,6,D,311.00,115.00,11.00,7.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,3.00,455.00,,
New Bedford,6,E,432.00,150.00,16.00,6.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,8.00,618.00,,
New Bedford,6,F,494.00,223.00,29.00,22.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,12.00,795.00,,
New Braintree,-,1,246.00,326.00,22.00,18.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00,5.00,623.00,,
New Marlborough,-,1,564.00,218.00,34.00,35.00,5.00,0.00,0.00,0.00,0.00,6.00,0.00,9.00,871.00,,
New Salem,-,1,337.00,208.00,28.00,22.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,6.00,614.00,,
Newbury,-,1,1290.00,793.00,94.00,38.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,38.00,2296.00,,
Newbury,-,2,1175.00,923.00,121.00,25.00,5.00,0.00,0.00,0.00,0.00,41.00,0.00,37.00,2327.00,,
Newburyport,1,1,1023.00,335.00,75.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,1503.00,,
Newburyport,2,1,1412.00,400.00,70.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,1979.00,,
Newburyport,3,1,1260.00,463.00,64.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,1874.00,,
Newburyport,4,1,1386.00,501.00,88.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,2074.00,,
Newburyport,5,1,935.00,577.00,112.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,1741.00,,
Newburyport,6,1,1103.00,634.00,85.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,1907.00,,
Newburyport,1,P,266.00,204.00,26.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,506.00,,
Newton,1,1,912.00,394.00,40.00,20.00,4.00,0.00,0.00,0.00,0.00,29.00,0.00,13.00,1412.00,,
Newton,1,2,1206.00,201.00,35.00,19.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,9.00,1499.00,,
Newton,1,3,1224.00,162.00,55.00,17.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,9.00,1488.00,,
Newton,1,4,976.00,413.00,51.00,32.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,28.00,1524.00,,
Newton,2,1,1149.00,284.00,48.00,20.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,19.00,1539.00,,
Newton,2,2,840.00,154.00,40.00,15.00,2.00,0.00,0.00,0.00,0.00,9.00,0.00,7.00,1067.00,,
Newton,2,3,1428.00,193.00,43.00,17.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,20.00,1725.00,,
Newton,2,4,1389.00,197.00,43.00,15.00,5.00,0.00,0.00,0.00,0.00,23.00,0.00,15.00,1687.00,,
Newton,3,1,1252.00,295.00,53.00,9.00,6.00,0.00,0.00,0.00,0.00,24.00,0.00,13.00,1652.00,,
Newton,3,2,1300.00,184.00,65.00,8.00,2.00,0.00,0.00,0.00,0.00,23.00,0.00,13.00,1595.00,,
Newton,3,3,1138.00,364.00,46.00,18.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,18.00,1607.00,,
Newton,3,4,1136.00,370.00,36.00,16.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,12.00,1592.00,,
Newton,4,1,1083.00,253.00,49.00,10.00,3.00,0.00,0.00,0.00,0.00,20.00,0.00,16.00,1434.00,,
Newton,4,2,1141.00,174.00,35.00,16.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,17.00,1401.00,,
Newton,4,3,836.00,173.00,34.00,15.00,3.00,0.00,0.00,0.00,0.00,15.00,0.00,11.00,1087.00,,
Newton,4,4,1030.00,315.00,48.00,25.00,3.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,1453.00,,
Newton,5,1,1044.00,246.00,53.00,20.00,3.00,0.00,0.00,0.00,0.00,17.00,0.00,17.00,1400.00,,
Newton,5,2,1260.00,164.00,35.00,15.00,3.00,0.00,0.00,0.00,0.00,10.00,0.00,14.00,1501.00,,
Newton,5,3,1497.00,202.00,60.00,8.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,20.00,1814.00,,
Newton,5,4,1468.00,201.00,51.00,10.00,5.00,0.00,0.00,0.00,0.00,28.00,0.00,13.00,1776.00,,
Newton,6,1,1030.00,284.00,41.00,15.00,1.00,0.00,0.00,0.00,0.00,29.00,0.00,18.00,1418.00,,
Newton,6,2,1313.00,170.00,45.00,21.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,12.00,1577.00,,
Newton,6,3,1455.00,151.00,32.00,21.00,3.00,0.00,0.00,0.00,0.00,19.00,0.00,13.00,1694.00,,
Newton,6,4,1483.00,156.00,67.00,27.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,14.00,1783.00,,
Newton,7,1,1038.00,228.00,49.00,20.00,3.00,0.00,0.00,0.00,0.00,36.00,0.00,28.00,1402.00,,
Newton,7,2,1418.00,234.00,61.00,20.00,3.00,0.00,0.00,0.00,0.00,25.00,0.00,21.00,1782.00,,
Newton,7,3,496.00,71.00,17.00,4.00,2.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,605.00,,
Newton,7,4,590.00,139.00,28.00,4.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,12.00,795.00,,
Newton,8,1,1245.00,420.00,64.00,14.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,25.00,1801.00,,
Newton,8,2,1133.00,386.00,58.00,16.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,25.00,1642.00,,
Newton,8,3,1192.00,339.00,55.00,19.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,16.00,1645.00,,
Newton,8,4,761.00,247.00,29.00,8.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,12.00,1072.00,,
Norfolk,-,1,609.00,555.00,78.00,15.00,9.00,0.00,0.00,0.00,0.00,40.00,0.00,14.00,1320.00,,
Norfolk,-,2,1313.00,1002.00,187.00,30.00,0.00,0.00,0.00,0.00,0.00,63.00,0.00,41.00,2636.00,,
Norfolk,-,3,1034.00,901.00,126.00,15.00,0.00,0.00,0.00,0.00,0.00,79.00,0.00,31.00,2186.00,,
North Adams,1,1,793.00,367.00,51.00,31.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,1272.00,,
North Adams,2,2,721.00,270.00,42.00,40.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,15.00,1108.00,,
North Adams,3,3,669.00,218.00,40.00,37.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,10.00,991.00,,
North Adams,4,4,816.00,414.00,49.00,29.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,1340.00,,
North Adams,5,5,731.00,301.00,59.00,35.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,21.00,1168.00,,
North Andover,-,1,1017.00,717.00,96.00,19.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,58.00,1918.00,,
North Andover,-,2,1098.00,823.00,126.00,24.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,60.00,2140.00,,
North Andover,-,3,1095.00,770.00,80.00,13.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,74.00,2040.00,,
North Andover,-,4,1242.00,859.00,122.00,14.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,70.00,2316.00,,
North Andover,-,5,818.00,540.00,79.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,33.00,1485.00,,
North Andover,-,6,1039.00,1005.00,103.00,7.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,90.00,2250.00,,
North Andover,-,7,1215.00,769.00,104.00,17.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,47.00,2163.00,,
North Andover,-,8,975.00,908.00,91.00,15.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,80.00,2079.00,,
North Attleborough,-,1,668.00,596.00,64.00,26.00,2.00,0.00,0.00,0.00,0.00,28.00,0.00,11.00,1395.00,,
North Attleborough,-,2,767.00,768.00,119.00,31.00,4.00,0.00,0.00,0.00,0.00,20.00,0.00,32.00,1741.00,,
North Attleborough,-,3,753.00,846.00,113.00,30.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,47.00,1828.00,,
North Attleborough,-,4,694.00,541.00,70.00,28.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,29.00,1387.00,,
North Attleborough,-,5,705.00,689.00,105.00,23.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,43.00,1587.00,,
North Attleborough,-,6,882.00,814.00,110.00,23.00,2.00,0.00,0.00,0.00,0.00,39.00,0.00,31.00,1901.00,,
North Attleborough,-,7,914.00,872.00,107.00,20.00,3.00,0.00,0.00,0.00,0.00,35.00,0.00,40.00,1991.00,,
North Attleborough,-,8,881.00,802.00,89.00,14.00,5.00,0.00,0.00,0.00,0.00,29.00,0.00,37.00,1857.00,,
North Attleborough,-,9,795.00,788.00,86.00,31.00,5.00,0.00,0.00,0.00,0.00,20.00,0.00,22.00,1747.00,,
North Brookfield,-,1,907.00,1413.00,160.00,36.00,7.00,0.00,0.00,0.00,0.00,33.00,0.00,35.00,2591.00,,
North Reading,-,1,1066.00,1023.00,134.00,15.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,55.00,2329.00,,
North Reading,-,2,1018.00,920.00,124.00,33.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,32.00,2161.00,,
North Reading,-,3,1067.00,1031.00,102.00,14.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,30.00,2281.00,,
North Reading,-,4,1132.00,1012.00,110.00,25.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,50.00,2383.00,,
Northampton,1,A,817.00,106.00,24.00,41.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,13.00,1020.00,,
Northampton,1,B,1113.00,173.00,27.00,47.00,2.00,0.00,0.00,0.00,0.00,13.00,0.00,60.00,1435.00,,
Northampton,2,A,1115.00,48.00,22.00,40.00,2.00,0.00,0.00,0.00,0.00,13.00,0.00,20.00,1260.00,,
Northampton,2,B,694.00,41.00,11.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,798.00,,
Northampton,3,A,1104.00,100.00,29.00,85.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,15.00,1349.00,,
Northampton,3,B,1000.00,97.00,31.00,72.00,2.00,0.00,0.00,0.00,0.00,25.00,0.00,36.00,1263.00,,
Northampton,4,A,810.00,52.00,18.00,70.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,16.00,980.00,,
Northampton,4,B,974.00,82.00,11.00,67.00,0.00,0.00,13.00,0.00,0.00,9.00,0.00,34.00,1190.00,,
Northampton,5,A,948.00,137.00,14.00,26.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,24.00,1164.00,,
Northampton,5,B,998.00,114.00,18.00,25.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,22.00,1194.00,,
Northampton,6,A,868.00,295.00,36.00,26.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,25.00,1268.00,,
Northampton,6,B,1033.00,234.00,36.00,26.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,41.00,1388.00,,
Northampton,7,A,1037.00,189.00,36.00,37.00,1.00,0.00,0.00,0.00,0.00,26.00,0.00,25.00,1351.00,,
Northampton,7,B,1001.00,210.00,28.00,46.00,0.00,8.00,9.00,0.00,0.00,0.00,0.00,33.00,1335.00,,
Northborough,-,1,1335.00,751.00,140.00,32.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,35.00,2343.00,,
Northborough,-,2,1196.00,714.00,126.00,31.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,33.00,2139.00,,
Northborough,-,3,1319.00,721.00,120.00,18.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,42.00,2267.00,,
Northborough,-,4,1280.00,778.00,137.00,23.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,46.00,2317.00,,
Northbridge,-,1,857.00,994.00,146.00,27.00,7.00,0.00,0.00,0.00,0.00,32.00,0.00,53.00,2116.00,,
Northbridge,-,2,903.00,950.00,145.00,26.00,2.00,0.00,0.00,0.00,0.00,54.00,0.00,23.00,2103.00,,
Northbridge,-,3,763.00,832.00,120.00,21.00,2.00,0.00,0.00,0.00,0.00,24.00,0.00,25.00,1787.00,,
Northbridge,-,4,902.00,1201.00,163.00,30.00,18.00,0.00,0.00,0.00,0.00,36.00,0.00,51.00,2401.00,,
Northfield,-,1,1013.00,533.00,91.00,50.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,14.00,1757.00,,
Norton,-,1,996.00,1035.00,112.00,24.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,79.00,2336.00,,
Norton,-,2,971.00,977.00,96.00,25.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,67.00,2160.00,,
Norton,-,3,1007.00,876.00,98.00,29.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,17.00,2054.00,,
Norton,-,4,991.00,943.00,129.00,23.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,47.00,2178.00,,
Norton,-,5,590.00,597.00,61.00,12.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,15.00,1313.00,,
Norwell,-,1,1003.00,926.00,95.00,18.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,48.00,2140.00,,
Norwell,-,2,1130.00,991.00,104.00,16.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,28.00,2325.00,,
Norwell,-,3,1144.00,920.00,123.00,22.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,28.00,2301.00,,
Norwood,-,1,1081.00,701.00,82.00,28.00,2.00,0.00,0.00,0.00,0.00,29.00,0.00,29.00,1952.00,,
Norwood,-,2,1003.00,625.00,57.00,17.00,2.00,0.00,0.00,0.00,0.00,30.00,0.00,33.00,1767.00,,
Norwood,-,3,1049.00,620.00,93.00,16.00,5.00,0.00,0.00,0.00,0.00,38.00,0.00,32.00,1853.00,,
Norwood,-,4,1115.00,721.00,87.00,24.00,6.00,0.00,0.00,0.00,0.00,38.00,0.00,37.00,2028.00,,
Norwood,-,5,893.00,403.00,65.00,14.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,21.00,1420.00,,
Norwood,-,6,821.00,513.00,51.00,26.00,2.00,0.00,0.00,0.00,0.00,47.00,0.00,19.00,1479.00,,
Norwood,-,7,905.00,660.00,66.00,17.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,29.00,1706.00,,
Norwood,-,8,1116.00,651.00,79.00,26.00,4.00,0.00,0.00,0.00,0.00,25.00,0.00,29.00,1930.00,,
Norwood,-,9,1017.00,798.00,76.00,16.00,3.00,0.00,0.00,0.00,0.00,40.00,0.00,31.00,1981.00,,
Oak Bluffs,-,1,2098.00,738.00,87.00,44.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,40.00,3049.00,,
Oakham,-,1,435.00,633.00,72.00,19.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,17.00,1184.00,,
Orange,-,1,714.00,799.00,117.00,39.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,35.00,1724.00,,
Orange,-,2,773.00,751.00,105.00,39.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,33.00,1711.00,,
Orleans,-,1,2687.00,1511.00,192.00,65.00,6.00,0.00,0.00,0.00,0.00,70.00,0.00,64.00,4595.00,,
Otis,-,1,431.00,407.00,43.00,18.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,9.00,924.00,,
Oxford,-,1,703.00,882.00,107.00,23.00,4.00,0.00,0.00,0.00,0.00,35.00,0.00,26.00,1780.00,,
Oxford,-,2,682.00,907.00,80.00,23.00,2.00,0.00,0.00,0.00,0.00,27.00,0.00,19.00,1740.00,,
Oxford,-,3,707.00,920.00,126.00,19.00,3.00,0.00,0.00,0.00,0.00,38.00,0.00,24.00,1837.00,,
Oxford,-,4,652.00,867.00,92.00,18.00,2.00,0.00,0.00,0.00,0.00,17.00,0.00,20.00,1668.00,,
Palmer,-,1,572.00,743.00,62.00,41.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,15.00,1459.00,,
Palmer,-,1A,81.00,118.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,218.00,,
Palmer,-,2,633.00,863.00,107.00,33.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,19.00,1686.00,,
Palmer,-,3,602.00,577.00,71.00,34.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,15.00,1323.00,,
Palmer,-,4,587.00,782.00,72.00,35.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,17.00,1507.00,,
Paxton,-,1,1213.00,1197.00,151.00,38.00,4.00,0.00,0.00,0.00,0.00,57.00,0.00,48.00,2708.00,,
Peabody,1,1,847.00,644.00,91.00,12.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,26.00,1658.00,,
Peabody,1,2,841.00,860.00,62.00,18.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,34.00,1843.00,,
Peabody,1,3,838.00,846.00,69.00,23.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,24.00,1829.00,,
Peabody,2,1,765.00,333.00,33.00,16.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,14.00,1188.00,,
Peabody,2,2,729.00,368.00,32.00,12.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,12.00,1169.00,,
Peabody,2,3,696.00,630.00,53.00,22.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,20.00,1461.00,,
Peabody,3,1,670.00,288.00,37.00,10.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,1030.00,,
Peabody,3,2,759.00,458.00,44.00,17.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,16.00,1310.00,,
Peabody,3,3,806.00,580.00,52.00,18.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,22.00,1509.00,,
Peabody,4,1,771.00,632.00,76.00,12.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,28.00,1551.00,,
Peabody,4,2,791.00,599.00,51.00,13.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,22.00,1505.00,,
Peabody,4,3,455.00,372.00,16.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,17.00,884.00,,
Peabody,4,3A,924.00,410.00,26.00,8.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,20.00,1406.00,,
Peabody,5,1,834.00,848.00,53.00,16.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,20.00,1800.00,,
Peabody,5,2,673.00,692.00,36.00,16.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,19.00,1457.00,,
Peabody,5,3,784.00,712.00,53.00,5.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,21.00,1610.00,,
Peabody,6,1,756.00,928.00,58.00,19.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,24.00,1817.00,,
Peabody,6,2,734.00,908.00,61.00,11.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,20.00,1759.00,,
Peabody,6,3,722.00,928.00,59.00,6.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,21.00,1763.00,,
Pelham,-,1,748.00,98.00,25.00,22.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,13.00,915.00,,
Pembroke,-,1,1049.00,1035.00,108.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,2281.00,,
Pembroke,-,2,865.00,927.00,121.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,2018.00,,
Pembroke,-,3,893.00,1034.00,116.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,2132.00,,
Pembroke,-,4,948.00,954.00,131.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,2127.00,,
Pembroke,-,5,875.00,963.00,112.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,2058.00,,
Pepperell,-,1,965.00,1053.00,170.00,23.00,7.00,0.00,0.00,0.00,0.00,45.00,0.00,36.00,2299.00,,
Pepperell,-,2,1023.00,1008.00,149.00,32.00,3.00,0.00,0.00,0.00,0.00,60.00,0.00,43.00,2318.00,,
Pepperell,-,3,944.00,1037.00,136.00,29.00,12.00,0.00,0.00,0.00,0.00,47.00,0.00,24.00,2229.00,,
Peru,-,1,255.00,207.00,34.00,8.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,6.00,519.00,,
Petersham,-,1,417.00,312.00,46.00,19.00,3.00,0.00,0.00,0.00,0.00,21.00,0.00,9.00,827.00,,
Phillipston,-,1,374.00,550.00,67.00,13.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,15.00,1030.00,,
Pittsfield,1,A,789.00,309.00,50.00,25.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,25.00,1202.00,,
Pittsfield,1,B,980.00,366.00,58.00,37.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00,24.00,1475.00,,
Pittsfield,2,A,617.00,143.00,38.00,39.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,12.00,856.00,,
Pittsfield,2,B,1048.00,370.00,46.00,36.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,14.00,1534.00,,
Pittsfield,3,A,1233.00,326.00,58.00,38.00,3.00,0.00,0.00,0.00,0.00,17.00,0.00,21.00,1696.00,,
Pittsfield,3,B,1248.00,414.00,73.00,40.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,37.00,1824.00,,
Pittsfield,4,A,1162.00,402.00,59.00,46.00,5.00,0.00,0.00,0.00,0.00,20.00,0.00,28.00,1722.00,,
Pittsfield,4,B,1342.00,528.00,71.00,26.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,41.00,2026.00,,
Pittsfield,5,A,959.00,273.00,44.00,49.00,7.00,0.00,0.00,0.00,0.00,23.00,0.00,7.00,1362.00,,
Pittsfield,5,B,1030.00,414.00,78.00,29.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,15.00,1588.00,,
Pittsfield,6,A,1115.00,328.00,44.00,39.00,5.00,0.00,0.00,0.00,0.00,20.00,0.00,16.00,1567.00,,
Pittsfield,6,B,713.00,253.00,27.00,36.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,11.00,1057.00,,
Pittsfield,7,A,658.00,226.00,47.00,40.00,2.00,0.00,0.00,0.00,0.00,13.00,0.00,11.00,997.00,,
Pittsfield,7,B,1013.00,419.00,70.00,35.00,2.00,0.00,0.00,0.00,0.00,19.00,0.00,14.00,1572.00,,
Plainfield,-,1,263.00,107.00,13.00,18.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,11.00,419.00,,
Plainville,-,1,797.00,735.00,102.00,25.00,5.00,0.00,0.00,0.00,0.00,27.00,0.00,24.00,1715.00,,
Plainville,-,2,710.00,708.00,97.00,14.00,4.00,0.00,0.00,0.00,0.00,26.00,0.00,30.00,1589.00,,
Plainville,-,3,709.00,780.00,106.00,29.00,2.00,0.00,0.00,0.00,0.00,30.00,0.00,24.00,1680.00,,
Plymouth,-,1,839.00,643.00,67.00,27.00,4.00,0.00,0.00,0.00,0.00,31.00,0.00,19.00,1630.00,,
Plymouth,-,2,1040.00,879.00,98.00,48.00,2.00,0.00,0.00,0.00,0.00,35.00,0.00,23.00,2125.00,,
